date,product_id,closing_stock,stockout_flag,supplier_id
2024-10-02,P001,331,0,S001
2024-10-03,P001,314,0,S001
2024-10-04,P001,295,0,S001
2024-10-05,P001,260,0,S001
2024-10-06,P001,231,0,S001
2024-10-07,P001,202,0,S001
2024-10-08,P001,185,0,S001
2024-10-09,P001,172,0,S001
2024-10-10,P001,153,0,S001
2024-10-11,P001,132,0,S001
2024-10-12,P001,100,0,S001
2024-10-13,P001,75,0,S001
2024-10-14,P001,50,0,S001
2024-10-15,P001,23,0,S001
2024-10-16,P001,0,1,S001
2024-10-17,P001,0,1,S001
2024-10-18,P001,0,1,S001
2024-10-19,P001,0,1,S001
2024-10-20,P001,0,1,S001
2024-10-21,P001,0,1,S001
2024-10-22,P001,0,1,S001
2024-10-23,P001,0,1,S001
2024-10-24,P001,0,1,S001
2024-10-25,P001,387,0,S001
2024-10-26,P001,361,0,S001
2024-10-27,P001,337,0,S001
2024-10-28,P001,316,0,S001
2024-10-29,P001,279,0,S001
2024-10-30,P001,249,0,S001
2024-10-31,P001,226,0,S001
2024-11-01,P001,208,0,S001
2024-11-02,P001,161,0,S001
2024-11-03,P001,122,0,S001
2024-11-04,P001,99,0,S001
2024-11-05,P001,65,0,S001
2024-11-06,P001,31,0,S001
2024-11-07,P001,0,1,S001
2024-11-08,P001,0,1,S001
2024-11-09,P001,0,1,S001
2024-11-10,P001,0,1,S001
2024-11-11,P001,0,1,S001
2024-11-12,P001,0,1,S001
2024-11-13,P001,0,1,S001
2024-11-14,P001,0,1,S001
2024-11-15,P001,0,1,S001
2024-11-16,P001,0,1,S001
2024-11-17,P001,363,0,S001
2024-11-18,P001,331,0,S001
2024-11-19,P001,302,0,S001
2024-11-20,P001,275,0,S001
2024-11-21,P001,238,0,S001
2024-11-22,P001,208,0,S001
2024-11-23,P001,168,0,S001
2024-11-24,P001,122,0,S001
2024-11-25,P001,97,0,S001
2024-11-26,P001,65,0,S001
2024-11-27,P001,40,0,S001
2024-11-28,P001,19,0,S001
2024-11-29,P001,0,1,S001
2024-11-30,P001,0,1,S001
2024-12-01,P001,0,1,S001
2024-12-02,P001,0,1,S001
2024-12-03,P001,0,1,S001
2024-12-04,P001,0,1,S001
2024-12-05,P001,0,1,S001
2024-12-06,P001,0,1,S001
2024-12-07,P001,0,1,S001
2024-12-08,P001,357,0,S001
2024-12-09,P001,323,0,S001
2024-12-10,P001,297,0,S001
2024-12-11,P001,265,0,S001
2024-12-12,P001,221,0,S001
2024-12-13,P001,180,0,S001
2024-12-14,P001,126,0,S001
2024-12-15,P001,82,0,S001
2024-12-16,P001,54,0,S001
2024-12-17,P001,21,0,S001
2024-12-18,P001,0,1,S001
2024-12-19,P001,0,1,S001
2024-12-20,P001,0,1,S001
2024-12-21,P001,0,1,S001
2024-12-22,P001,0,1,S001
2024-12-23,P001,0,1,S001
2024-12-24,P001,0,1,S001
2024-12-25,P001,0,1,S001
2024-12-26,P001,0,1,S001
2024-12-27,P001,0,1,S001
2024-12-28,P001,344,0,S001
2024-12-29,P001,291,0,S001
2024-12-30,P001,247,0,S001
2024-01-01,P002,584,0,S002
2024-01-02,P002,571,0,S002
2024-01-03,P002,555,0,S002
2024-01-04,P002,544,0,S002
2024-01-05,P002,537,0,S002
2024-01-06,P002,519,0,S002
2024-01-07,P002,509,0,S002
2024-01-08,P002,499,0,S002
2024-01-09,P002,494,0,S002
2024-01-10,P002,484,0,S002
2024-01-11,P002,467,0,S002
2024-01-12,P002,452,0,S002
2024-01-13,P002,436,0,S002
2024-01-14,P002,421,0,S002
2024-01-15,P002,404,0,S002
2024-01-16,P002,390,0,S002
2024-01-17,P002,376,0,S002
2024-01-18,P002,360,0,S002
2024-01-19,P002,342,0,S002
2024-01-20,P002,324,0,S002
2024-01-21,P002,304,0,S002
2024-01-22,P002,292,0,S002
2024-01-23,P002,279,0,S002
2024-01-24,P002,267,0,S002
2024-01-25,P002,259,0,S002
2024-01-26,P002,245,0,S002
2024-01-27,P002,226,0,S002
2024-01-28,P002,207,0,S002
2024-01-29,P002,195,0,S002
2024-01-30,P002,179,0,S002
2024-01-31,P002,168,0,S002
2024-02-01,P002,157,0,S002
2024-02-02,P002,148,0,S002
2024-02-03,P002,122,0,S002
2024-02-04,P002,105,0,S002
2024-02-05,P002,87,0,S002
2024-02-06,P002,74,0,S002
2024-02-07,P002,61,0,S002
2024-02-08,P002,42,0,S002
2024-02-09,P002,422,0,S002
2024-02-10,P002,402,0,S002
2024-02-11,P002,382,0,S002
2024-02-12,P002,361,0,S002
2024-02-13,P002,350,0,S002
2024-02-14,P002,336,0,S002
2024-02-15,P002,314,0,S002
2024-02-16,P002,299,0,S002
2024-02-17,P002,284,0,S002
2024-02-18,P002,269,0,S002
2024-02-19,P002,248,0,S002
2024-02-20,P002,233,0,S002
2024-02-21,P002,217,0,S002
2024-02-22,P002,203,0,S002
2024-02-23,P002,191,0,S002
2024-02-24,P002,164,0,S002
2024-02-25,P002,142,0,S002
2024-02-26,P002,124,0,S002
2024-02-27,P002,106,0,S002
2024-02-28,P002,83,0,S002
2024-02-29,P002,69,0,S002
2024-03-01,P002,48,0,S002
2024-03-02,P002,34,0,S002
2024-03-03,P002,406,0,S002
2024-03-04,P002,386,0,S002
2024-03-05,P002,372,0,S002
2024-03-06,P002,363,0,S002
2024-03-07,P002,347,0,S002
2024-03-08,P002,331,0,S002
2024-03-09,P002,309,0,S002
2024-03-10,P002,282,0,S002
2024-03-11,P002,260,0,S002
2024-03-12,P002,250,0,S002
2024-03-13,P002,232,0,S002
2024-03-14,P002,217,0,S002
2024-03-15,P002,195,0,S002
2024-03-16,P002,169,0,S002
2024-03-17,P002,148,0,S002
2024-03-18,P002,127,0,S002
2024-03-19,P002,110,0,S002
2024-03-20,P002,85,0,S002
2024-03-21,P002,69,0,S002
2024-03-22,P002,48,0,S002
2024-03-23,P002,23,0,S002
2024-03-24,P002,401,0,S002
2024-03-25,P002,384,0,S002
2024-03-26,P002,370,0,S002
2024-03-27,P002,347,0,S002
2024-03-28,P002,325,0,S002
2024-03-29,P002,307,0,S002
2024-03-30,P002,284,0,S002
2024-03-31,P002,271,0,S002
2024-04-01,P002,255,0,S002
2024-04-02,P002,234,0,S002
2024-04-03,P002,219,0,S002
2024-04-04,P002,197,0,S002
2024-04-05,P002,174,0,S002
2024-04-06,P002,160,0,S002
2024-04-07,P002,134,0,S002
2024-04-08,P002,124,0,S002
2024-04-09,P002,110,0,S002
2024-04-10,P002,96,0,S002
2024-04-11,P002,80,0,S002
2024-04-12,P002,63,0,S002
2024-04-13,P002,38,0,S002
2024-04-14,P002,423,0,S002
2024-04-15,P002,412,0,S002
2024-04-16,P002,400,0,S002
2024-04-17,P002,384,0,S002
2024-04-18,P002,369,0,S002
2024-04-19,P002,355,0,S002
2024-04-20,P002,325,0,S002
2024-04-21,P002,306,0,S002
2024-04-22,P002,293,0,S002
2024-04-23,P002,282,0,S002
2024-04-24,P002,259,0,S002
2024-04-25,P002,242,0,S002
2024-04-26,P002,225,0,S002
2024-04-27,P002,196,0,S002
2024-04-28,P002,168,0,S002
2024-04-29,P002,155,0,S002
2024-04-30,P002,134,0,S002
2024-05-01,P002,109,0,S002
2024-05-02,P002,89,0,S002
2024-05-03,P002,76,0,S002
2024-05-04,P002,49,0,S002
2024-05-05,P002,20,0,S002
2024-05-06,P002,0,1,S002
2024-05-07,P002,383,0,S002
2024-05-08,P002,366,0,S002
2024-05-09,P002,351,0,S002
2024-05-10,P002,333,0,S002
2024-05-11,P002,311,0,S002
2024-05-12,P002,281,0,S002
2024-05-13,P002,257,0,S002
2024-05-14,P002,233,0,S002
2024-05-15,P002,206,0,S002
2024-05-16,P002,182,0,S002
2024-05-17,P002,159,0,S002
2024-05-18,P002,139,0,S002
2024-05-19,P002,113,0,S002
2024-05-20,P002,100,0,S002
2024-05-21,P002,80,0,S002
2024-05-22,P002,63,0,S002
2024-05-23,P002,54,0,S002
2024-05-24,P002,47,0,S002
2024-05-25,P002,425,0,S002
2024-05-26,P002,397,0,S002
2024-05-27,P002,380,0,S002
2024-05-28,P002,354,0,S002
2024-05-29,P002,335,0,S002
2024-05-30,P002,317,0,S002
2024-05-31,P002,297,0,S002
2024-06-01,P002,280,0,S002
2024-06-02,P002,239,0,S002
2024-06-03,P002,208,0,S002
2024-06-04,P002,187,0,S002
2024-06-05,P002,154,0,S002
2024-06-06,P002,132,0,S002
2024-06-07,P002,107,0,S002
2024-06-08,P002,85,0,S002
2024-06-09,P002,46,0,S002
2024-06-10,P002,25,0,S002
2024-06-11,P002,6,0,S002
2024-06-12,P002,0,1,S002
2024-06-13,P002,388,0,S002
2024-06-14,P002,367,0,S002
2024-06-15,P002,331,0,S002
2024-06-16,P002,297,0,S002
2024-06-17,P002,276,0,S002
2024-06-18,P002,258,0,S002
2024-06-19,P002,241,0,S002
2024-06-20,P002,218,0,S002
2024-06-21,P002,204,0,S002
2024-06-22,P002,178,0,S002
2024-06-23,P002,154,0,S002
2024-06-24,P002,143,0,S002
2024-06-25,P002,124,0,S002
2024-06-26,P002,88,0,S002
2024-06-27,P002,69,0,S002
2024-06-28,P002,49,0,S002
2024-06-29,P002,17,0,S002
2024-06-30,P002,0,1,S002
2024-07-01,P002,382,0,S002
2024-07-02,P002,366,0,S002
2024-07-03,P002,333,0,S002
2024-07-04,P002,307,0,S002
2024-07-05,P002,293,0,S002
2024-07-06,P002,267,0,S002
2024-07-07,P002,239,0,S002
2024-07-08,P002,220,0,S002
2024-07-09,P002,193,0,S002
2024-07-10,P002,169,0,S002
2024-07-11,P002,144,0,S002
2024-07-12,P002,120,0,S002
2024-07-13,P002,84,0,S002
2024-07-14,P002,69,0,S002
2024-07-15,P002,39,0,S002
2024-07-16,P002,13,0,S002
2024-07-17,P002,0,1,S002
2024-07-18,P002,374,0,S002
2024-07-19,P002,348,0,S002
2024-07-20,P002,323,0,S002
2024-07-21,P002,297,0,S002
2024-07-22,P002,279,0,S002
2024-07-23,P002,260,0,S002
2024-07-24,P002,228,0,S002
2024-07-25,P002,204,0,S002
2024-07-26,P002,176,0,S002
2024-07-27,P002,142,0,S002
2024-07-28,P002,112,0,S002
2024-07-29,P002,91,0,S002
2024-07-30,P002,78,0,S002
2024-07-31,P002,57,0,S002
2024-08-01,P002,36,0,S002
2024-08-02,P002,20,0,S002
2024-08-03,P002,395,0,S002
2024-08-04,P002,368,0,S002
2024-08-05,P002,345,0,S002
2024-08-06,P002,326,0,S002
2024-08-07,P002,294,0,S002
2024-08-08,P002,275,0,S002
2024-08-09,P002,259,0,S002
2024-08-10,P002,229,0,S002
2024-08-11,P002,195,0,S002
2024-08-12,P002,183,0,S002
2024-08-13,P002,163,0,S002
2024-08-14,P002,141,0,S002
2024-08-15,P002,117,0,S002
2024-08-16,P002,101,0,S002
2024-08-17,P002,76,0,S002
2024-08-18,P002,46,0,S002
2024-08-19,P002,23,0,S002
2024-08-20,P002,0,1,S002
2024-08-21,P002,382,0,S002
2024-08-22,P002,359,0,S002
2024-08-23,P002,340,0,S002
2024-08-24,P002,310,0,S002
2024-08-25,P002,281,0,S002
2024-08-26,P002,265,0,S002
2024-08-27,P002,236,0,S002
2024-08-28,P002,209,0,S002
2024-08-29,P002,197,0,S002
2024-08-30,P002,183,0,S002
2024-08-31,P002,158,0,S002
2024-09-01,P002,135,0,S002
2024-09-02,P002,117,0,S002
2024-09-03,P002,97,0,S002
2024-09-04,P002,79,0,S002
2024-09-05,P002,66,0,S002
2024-09-06,P002,47,0,S002
2024-09-07,P002,32,0,S002
2024-09-08,P002,412,0,S002
2024-09-09,P002,394,0,S002
2024-09-10,P002,381,0,S002
2024-09-11,P002,363,0,S002
2024-09-12,P002,346,0,S002
2024-09-13,P002,332,0,S002
2024-09-14,P002,312,0,S002
2024-09-15,P002,291,0,S002
2024-09-16,P002,280,0,S002
2024-09-17,P002,259,0,S002
2024-09-18,P002,234,0,S002
2024-09-19,P002,213,0,S002
2024-09-20,P002,188,0,S002
2024-09-21,P002,167,0,S002
2024-09-22,P002,141,0,S002
2024-09-23,P002,124,0,S002
2024-09-24,P002,108,0,S002
2024-09-25,P002,88,0,S002
2024-09-26,P002,62,0,S002
2024-09-27,P002,46,0,S002
2024-09-28,P002,24,0,S002
2024-09-29,P002,402,0,S002
2024-09-30,P002,379,0,S002
2024-10-01,P002,363,0,S002
2024-10-02,P002,342,0,S002
2024-10-03,P002,324,0,S002
2024-10-04,P002,311,0,S002
2024-10-05,P002,286,0,S002
2024-10-06,P002,257,0,S002
2024-10-07,P002,242,0,S002
2024-10-08,P002,219,0,S002
2024-10-09,P002,202,0,S002
2024-10-10,P002,187,0,S002
2024-10-11,P002,171,0,S002
2024-10-12,P002,148,0,S002
2024-10-13,P002,127,0,S002
2024-10-14,P002,107,0,S002
2024-10-15,P002,97,0,S002
2024-10-16,P002,86,0,S002
2024-10-17,P002,74,0,S002
2024-10-18,P002,53,0,S002
2024-10-19,P002,428,0,S002
2024-10-20,P002,406,0,S002
2024-10-21,P002,394,0,S002
2024-10-22,P002,373,0,S002
2024-10-23,P002,348,0,S002
2024-10-24,P002,334,0,S002
2024-10-25,P002,314,0,S002
2024-10-26,P002,288,0,S002
2024-10-27,P002,263,0,S002
2024-10-28,P002,246,0,S002
2024-10-29,P002,236,0,S002
2024-10-30,P002,219,0,S002
2024-10-31,P002,199,0,S002
2024-11-01,P002,174,0,S002
2024-11-02,P002,147,0,S002
2024-11-03,P002,126,0,S002
2024-11-04,P002,102,0,S002
2024-11-05,P002,85,0,S002
2024-11-06,P002,64,0,S002
2024-11-07,P002,39,0,S002
2024-11-08,P002,13,0,S002
2024-11-09,P002,383,0,S002
2024-11-10,P002,365,0,S002
2024-11-11,P002,348,0,S002
2024-11-12,P002,325,0,S002
2024-11-13,P002,309,0,S002
2024-11-14,P002,280,0,S002
2024-11-15,P002,266,0,S002
2024-11-16,P002,238,0,S002
2024-11-17,P002,207,0,S002
2024-11-18,P002,179,0,S002
2024-11-19,P002,159,0,S002
2024-11-20,P002,128,0,S002
2024-11-21,P002,110,0,S002
2024-11-22,P002,95,0,S002
2024-11-23,P002,57,0,S002
2024-11-24,P002,32,0,S002
2024-11-25,P002,12,0,S002
2024-11-26,P002,0,1,S002
2024-11-27,P002,379,0,S002
2024-11-28,P002,358,0,S002
2024-11-29,P002,335,0,S002
2024-11-30,P002,308,0,S002
2024-12-01,P002,267,0,S002
2024-12-02,P002,237,0,S002
2024-12-03,P002,216,0,S002
2024-12-04,P002,190,0,S002
2024-12-05,P002,160,0,S002
2024-12-06,P002,127,0,S002
2024-12-07,P002,96,0,S002
2024-12-08,P002,56,0,S002
2024-12-09,P002,27,0,S002
2024-12-10,P002,1,0,S002
2024-12-11,P002,0,1,S002
2024-12-12,P002,0,1,S002
2024-12-13,P002,369,0,S002
2024-12-14,P002,324,0,S002
2024-12-15,P002,294,0,S002
2024-12-16,P002,274,0,S002
2024-12-17,P002,252,0,S002
2024-12-18,P002,218,0,S002
2024-12-19,P002,196,0,S002
2024-12-20,P002,168,0,S002
2024-12-21,P002,143,0,S002
2024-12-22,P002,106,0,S002
2024-12-23,P002,83,0,S002
2024-12-24,P002,58,0,S002
2024-12-25,P002,28,0,S002
2024-12-26,P002,0,1,S002
2024-12-27,P002,0,1,S002
2024-12-28,P002,359,0,S002
2024-12-29,P002,329,0,S002
2024-12-30,P002,303,0,S002
2024-01-01,P003,583,0,S003
2024-01-02,P003,559,0,S003
2024-01-03,P003,543,0,S003
2024-01-04,P003,524,0,S003
2024-01-05,P003,508,0,S003
2024-01-06,P003,479,0,S003
2024-01-07,P003,444,0,S003
2024-01-08,P003,424,0,S003
2024-01-09,P003,394,0,S003
2024-01-10,P003,370,0,S003
2024-01-11,P003,347,0,S003
2024-01-12,P003,330,0,S003
2024-01-13,P003,299,0,S003
2024-01-14,P003,263,0,S003
2024-01-15,P003,238,0,S003
2024-01-16,P003,218,0,S003
2024-01-17,P003,191,0,S003
2024-01-18,P003,165,0,S003
2024-01-19,P003,143,0,S003
2024-01-20,P003,111,0,S003
2024-01-21,P003,85,0,S003
2024-01-22,P003,455,0,S003
2024-01-23,P003,435,0,S003
2024-01-24,P003,409,0,S003
2024-01-25,P003,384,0,S003
2024-01-26,P003,359,0,S003
2024-01-27,P003,327,0,S003
2024-01-28,P003,292,0,S003
2024-01-29,P003,267,0,S003
2024-01-30,P003,251,0,S003
2024-01-31,P003,232,0,S003
2024-02-01,P003,212,0,S003
2024-02-02,P003,178,0,S003
2024-02-03,P003,144,0,S003
2024-02-04,P003,114,0,S003
2024-02-05,P003,95,0,S003
2024-02-06,P003,462,0,S003
2024-02-07,P003,436,0,S003
2024-02-08,P003,408,0,S003
2024-02-09,P003,378,0,S003
2024-02-10,P003,343,0,S003
2024-02-11,P003,305,0,S003
2024-02-12,P003,274,0,S003
2024-02-13,P003,248,0,S003
2024-02-14,P003,225,0,S003
2024-02-15,P003,198,0,S003
2024-02-16,P003,182,0,S003
2024-02-17,P003,146,0,S003
2024-02-18,P003,118,0,S003
2024-02-19,P003,101,0,S003
2024-02-20,P003,471,0,S003
2024-02-21,P003,445,0,S003
2024-02-22,P003,431,0,S003
2024-02-23,P003,404,0,S003
2024-02-24,P003,358,0,S003
2024-02-25,P003,329,0,S003
2024-02-26,P003,293,0,S003
2024-02-27,P003,270,0,S003
2024-02-28,P003,240,0,S003
2024-02-29,P003,212,0,S003
2024-03-01,P003,185,0,S003
2024-03-02,P003,150,0,S003
2024-03-03,P003,113,0,S003
2024-03-04,P003,83,0,S003
2024-03-05,P003,459,0,S003
2024-03-06,P003,433,0,S003
2024-03-07,P003,405,0,S003
2024-03-08,P003,381,0,S003
2024-03-09,P003,352,0,S003
2024-03-10,P003,316,0,S003
2024-03-11,P003,296,0,S003
2024-03-12,P003,275,0,S003
2024-03-13,P003,241,0,S003
2024-03-14,P003,208,0,S003
2024-03-15,P003,176,0,S003
2024-03-16,P003,145,0,S003
2024-03-17,P003,111,0,S003
2024-03-18,P003,87,0,S003
2024-03-19,P003,453,0,S003
2024-03-20,P003,424,0,S003
2024-03-21,P003,401,0,S003
2024-03-22,P003,374,0,S003
2024-03-23,P003,338,0,S003
2024-03-24,P003,293,0,S003
2024-03-25,P003,256,0,S003
2024-03-26,P003,235,0,S003
2024-03-27,P003,212,0,S003
2024-03-28,P003,192,0,S003
2024-03-29,P003,173,0,S003
2024-03-30,P003,133,0,S003
