date,product_id,closing_stock,stockout_flag,reorder_triggered,supplier_id,lead_time_days
03/03/2024,P001,0,1,0,S001,14
04/03/2024,P001,0,1,0,S001,14
05/03/2024,P001,0,1,0,S001,14
06/03/2024,P001,382,0,0,S001,14
07/03/2024,P001,357,0,0,S001,14
08/03/2024,P001,334,0,0,S001,14
09/03/2024,P001,305,0,0,S001,14
10/03/2024,P001,277,0,0,S001,14
11/03/2024,P001,259,0,0,S001,14
12/03/2024,P001,240,0,0,S001,14
13/03/2024,P001,210,0,0,S001,14
14/03/2024,P001,194,0,0,S001,14
15/03/2024,P001,177,0,0,S001,14
16/03/2024,P001,148,0,0,S001,14
17/03/2024,P001,125,0,0,S001,14
18/03/2024,P001,102,0,0,S001,14
19/03/2024,P001,78,0,0,S001,14
20/03/2024,P001,63,0,0,S001,14
21/03/2024,P001,39,0,0,S001,14
22/03/2024,P001,19,0,0,S001,14
23/03/2024,P001,0,1,0,S001,14
24/03/2024,P001,0,1,0,S001,14
25/03/2024,P001,0,1,0,S001,14
26/03/2024,P001,0,1,0,S001,14
27/03/2024,P001,0,1,0,S001,14
28/03/2024,P001,0,1,0,S001,14
29/03/2024,P001,0,1,0,S001,14
30/03/2024,P001,368,0,0,S001,14
31/03/2024,P001,337,0,0,S001,14
01/04/2024,P001,316,0,0,S001,14
02/04/2024,P001,292,0,0,S001,14
03/04/2024,P001,261,0,0,S001,14
04/04/2024,P001,230,0,0,S001,14
05/04/2024,P001,205,0,0,S001,14
06/04/2024,P001,183,0,0,S001,14
07/04/2024,P001,159,0,0,S001,14
08/04/2024,P001,144,0,0,S001,14
09/04/2024,P001,115,0,0,S001,14
10/04/2024,P001,99,0,0,S001,14
11/04/2024,P001,77,0,0,S001,14
12/04/2024,P001,58,0,0,S001,14
13/04/2024,P001,21,0,0,S001,14
14/04/2024,P001,1,0,0,S001,14
15/04/2024,P001,0,1,0,S001,14
16/04/2024,P001,0,1,0,S001,14
17/04/2024,P001,0,1,0,S001,14
18/04/2024,P001,0,1,0,S001,14
19/04/2024,P001,0,1,0,S001,14
20/04/2024,P001,0,1,0,S001,14
21/04/2024,P001,0,1,0,S001,14
22/04/2024,P001,380,0,0,S001,14
23/04/2024,P001,360,0,0,S001,14
24/04/2024,P001,333,0,0,S001,14
25/04/2024,P001,317,0,0,S001,14
26/04/2024,P001,291,0,0,S001,14
27/04/2024,P001,280,0,0,S001,14
28/04/2024,P001,245,0,0,S001,14
29/04/2024,P001,220,0,0,S001,14
30/04/2024,P001,202,0,0,S001,14
01/05/2024,P001,180,0,0,S001,14
02/05/2024,P001,155,0,0,S001,14
03/05/2024,P001,131,0,0,S001,14
04/05/2024,P001,101,0,0,S001,14
05/05/2024,P001,72,0,0,S001,14
06/05/2024,P001,43,0,0,S001,14
07/05/2024,P001,18,0,0,S001,14
08/05/2024,P001,0,1,0,S001,14
09/05/2024,P001,0,1,0,S001,14
10/05/2024,P001,0,1,0,S001,14
11/05/2024,P001,0,1,0,S001,14
12/05/2024,P001,0,1,0,S001,14
13/05/2024,P001,0,1,0,S001,14
14/05/2024,P001,0,1,0,S001,14
15/05/2024,P001,0,1,0,S001,14
16/05/2024,P001,0,1,0,S001,14
17/05/2024,P001,369,0,0,S001,14
18/05/2024,P001,338,0,0,S001,14
19/05/2024,P001,301,0,0,S001,14
20/05/2024,P001,273,0,0,S001,14
21/05/2024,P001,251,0,0,S001,14
22/05/2024,P001,228,0,0,S001,14
23/05/2024,P001,207,0,0,S001,14
24/05/2024,P001,184,0,0,S001,14
25/05/2024,P001,152,0,0,S001,14
26/05/2024,P001,123,0,0,S001,14
27/05/2024,P001,102,0,0,S001,14
28/05/2024,P001,81,0,0,S001,14
29/05/2024,P001,59,0,0,S001,14
30/05/2024,P001,30,0,0,S001,14
31/05/2024,P001,6,0,0,S001,14
01/06/2024,P001,0,1,0,S001,14
02/06/2024,P001,0,1,0,S001,14
03/06/2024,P001,0,1,0,S001,14
04/06/2024,P001,0,1,0,S001,14
05/06/2024,P001,0,1,0,S001,14
06/06/2024,P001,0,1,0,S001,14
07/06/2024,P001,0,1,0,S001,14
08/06/2024,P001,0,1,0,S001,14
09/06/2024,P001,362,0,0,S001,14
10/06/2024,P001,330,0,0,S001,14
11/06/2024,P001,311,0,0,S001,14
12/06/2024,P001,280,0,0,S001,14
13/06/2024,P001,256,0,0,S001,14
14/06/2024,P001,234,0,0,S001,14
15/06/2024,P001,205,0,0,S001,14
16/06/2024,P001,170,0,0,S001,14
17/06/2024,P001,140,0,0,S001,14
18/06/2024,P001,125,0,0,S001,14
19/06/2024,P001,107,0,0,S001,14
20/06/2024,P001,68,0,0,S001,14
21/06/2024,P001,40,0,0,S001,14
22/06/2024,P001,9,0,0,S001,14
23/06/2024,P001,0,1,0,S001,14
24/06/2024,P001,0,1,0,S001,14
25/06/2024,P001,0,1,0,S001,14
26/06/2024,P001,0,1,0,S001,14
27/06/2024,P001,0,1,0,S001,14
28/06/2024,P001,0,1,0,S001,14
29/06/2024,P001,0,1,0,S001,14
30/06/2024,P001,0,1,0,S001,14
01/07/2024,P001,361,0,0,S001,14
02/07/2024,P001,336,0,0,S001,14
03/07/2024,P001,315,0,0,S001,14
04/07/2024,P001,295,0,0,S001,14
05/07/2024,P001,263,0,0,S001,14
06/07/2024,P001,216,0,0,S001,14
07/07/2024,P001,172,0,0,S001,14
08/07/2024,P001,141,0,0,S001,14
09/07/2024,P001,120,0,0,S001,14
10/07/2024,P001,88,0,0,S001,14
11/07/2024,P001,75,0,0,S001,14
12/07/2024,P001,34,0,0,S001,14
13/07/2024,P001,6,0,0,S001,14
14/07/2024,P001,0,1,0,S001,14
15/07/2024,P001,0,1,0,S001,14
16/07/2024,P001,0,1,0,S001,14
17/07/2024,P001,0,1,0,S001,14
18/07/2024,P001,0,1,0,S001,14
19/07/2024,P001,0,1,0,S001,14
20/07/2024,P001,0,1,0,S001,14
21/07/2024,P001,0,1,0,S001,14
22/07/2024,P001,381,0,0,S001,14
23/07/2024,P001,351,0,0,S001,14
24/07/2024,P001,334,0,0,S001,14
25/07/2024,P001,294,0,0,S001,14
26/07/2024,P001,257,0,0,S001,14
27/07/2024,P001,208,0,0,S001,14
28/07/2024,P001,175,0,0,S001,14
29/07/2024,P001,153,0,0,S001,14
30/07/2024,P001,123,0,0,S001,14
31/07/2024,P001,94,0,0,S001,14
01/08/2024,P001,69,0,0,S001,14
02/08/2024,P001,50,0,0,S001,14
03/08/2024,P001,17,0,0,S001,14
04/08/2024,P001,0,1,0,S001,14
05/08/2024,P001,0,1,0,S001,14
06/08/2024,P001,0,1,0,S001,14
07/08/2024,P001,0,1,0,S001,14
08/08/2024,P001,0,1,0,S001,14
09/08/2024,P001,0,1,0,S001,14
10/08/2024,P001,0,1,0,S001,14
11/08/2024,P001,0,1,0,S001,14
12/08/2024,P001,0,1,0,S001,14
13/08/2024,P001,384,0,0,S001,14
14/08/2024,P001,368,0,0,S001,14
15/08/2024,P001,339,0,0,S001,14
16/08/2024,P001,310,0,0,S001,14
17/08/2024,P001,287,0,0,S001,14
18/08/2024,P001,258,0,0,S001,14
19/08/2024,P001,238,0,0,S001,14
20/08/2024,P001,212,0,0,S001,14
21/08/2024,P001,186,0,0,S001,14
22/08/2024,P001,160,0,0,S001,14
23/08/2024,P001,136,0,0,S001,14
24/08/2024,P001,101,0,0,S001,14
25/08/2024,P001,65,0,0,S001,14
26/08/2024,P001,37,0,0,S001,14
27/08/2024,P001,11,0,0,S001,14
28/08/2024,P001,0,1,0,S001,14
29/08/2024,P001,0,1,0,S001,14
30/08/2024,P001,0,1,0,S001,14
31/08/2024,P001,0,1,0,S001,14
01/09/2024,P001,0,1,0,S001,14
02/09/2024,P001,0,1,0,S001,14
03/09/2024,P001,0,1,0,S001,14
04/09/2024,P001,0,1,0,S001,14
05/09/2024,P001,0,1,0,S001,14
06/09/2024,P001,376,0,0,S001,14
07/09/2024,P001,342,0,0,S001,14
08/09/2024,P001,306,0,0,S001,14
09/09/2024,P001,286,0,0,S001,14
10/09/2024,P001,265,0,0,S001,14
11/09/2024,P001,248,0,0,S001,14
12/09/2024,P001,232,0,0,S001,14
13/09/2024,P001,212,0,0,S001,14
14/09/2024,P001,188,0,0,S001,14
15/09/2024,P001,156,0,0,S001,14
16/09/2024,P001,125,0,0,S001,14
17/09/2024,P001,103,0,0,S001,14
18/09/2024,P001,82,0,0,S001,14
19/09/2024,P001,55,0,0,S001,14
20/09/2024,P001,40,0,0,S001,14
21/09/2024,P001,3,0,0,S001,14
22/09/2024,P001,0,1,0,S001,14
23/09/2024,P001,0,1,0,S001,14
24/09/2024,P001,0,1,0,S001,14
25/09/2024,P001,0,1,0,S001,14
26/09/2024,P001,0,1,0,S001,14
27/09/2024,P001,0,1,0,S001,14
28/09/2024,P001,0,1,0,S001,14
29/09/2024,P001,0,1,0,S001,14
30/09/2024,P001,373,0,0,S001,14
01/10/2024,P001,353,0,0,S001,14
02/10/2024,P001,331,0,0,S001,14
03/10/2024,P001,314,0,0,S001,14
04/10/2024,P001,295,0,0,S001,14
05/10/2024,P001,260,0,0,S001,14
06/10/2024,P001,231,0,0,S001,14
07/10/2024,P001,202,0,0,S001,14
08/10/2024,P001,185,0,0,S001,14
09/10/2024,P001,172,0,0,S001,14
10/10/2024,P001,153,0,0,S001,14
11/10/2024,P001,132,0,0,S001,14
12/10/2024,P001,100,0,0,S001,14
13/10/2024,P001,75,0,0,S001,14
14/10/2024,P001,50,0,0,S001,14
15/10/2024,P001,23,0,0,S001,14
16/10/2024,P001,0,1,0,S001,14
17/10/2024,P001,0,1,0,S001,14
18/10/2024,P001,0,1,0,S001,14
19/10/2024,P001,0,1,0,S001,14
20/10/2024,P001,0,1,0,S001,14
21/10/2024,P001,0,1,0,S001,14
22/10/2024,P001,0,1,0,S001,14
23/10/2024,P001,0,1,0,S001,14
24/10/2024,P001,0,1,0,S001,14
25/10/2024,P001,387,0,0,S001,14
26/10/2024,P001,361,0,0,S001,14
27/10/2024,P001,337,0,0,S001,14
28/10/2024,P001,316,0,0,S001,14
29/10/2024,P001,279,0,0,S001,14
30/10/2024,P001,249,0,0,S001,14
31/10/2024,P001,226,0,0,S001,14
01/11/2024,P001,208,0,0,S001,14
02/11/2024,P001,161,0,0,S001,14
03/11/2024,P001,122,0,0,S001,14
04/11/2024,P001,99,0,0,S001,14
05/11/2024,P001,65,0,0,S001,14
06/11/2024,P001,31,0,0,S001,14
07/11/2024,P001,0,1,0,S001,14
08/11/2024,P001,0,1,0,S001,14
09/11/2024,P001,0,1,0,S001,14
10/11/2024,P001,0,1,0,S001,14
11/11/2024,P001,0,1,0,S001,14
12/11/2024,P001,0,1,0,S001,14
13/11/2024,P001,0,1,0,S001,14
14/11/2024,P001,0,1,0,S001,14
15/11/2024,P001,0,1,0,S001,14
16/11/2024,P001,0,1,0,S001,14
17/11/2024,P001,363,0,0,S001,14
18/11/2024,P001,331,0,0,S001,14
19/11/2024,P001,302,0,0,S001,14
20/11/2024,P001,275,0,0,S001,14
21/11/2024,P001,238,0,0,S001,14
22/11/2024,P001,208,0,0,S001,14
23/11/2024,P001,168,0,0,S001,14
24/11/2024,P001,122,0,0,S001,14
25/11/2024,P001,97,0,0,S001,14
26/11/2024,P001,65,0,0,S001,14
27/11/2024,P001,40,0,0,S001,14
28/11/2024,P001,19,0,0,S001,14
29/11/2024,P001,0,1,0,S001,14
30/11/2024,P001,0,1,0,S001,14
01/12/2024,P001,0,1,0,S001,14
02/12/2024,P001,0,1,0,S001,14
03/12/2024,P001,0,1,0,S001,14
04/12/2024,P001,0,1,0,S001,14
05/12/2024,P001,0,1,0,S001,14
06/12/2024,P001,0,1,0,S001,14
07/12/2024,P001,0,1,0,S001,14
08/12/2024,P001,357,0,0,S001,14
09/12/2024,P001,323,0,0,S001,14
10/12/2024,P001,297,0,0,S001,14
11/12/2024,P001,265,0,0,S001,14
12/12/2024,P001,221,0,0,S001,14
13/12/2024,P001,180,0,0,S001,14
14/12/2024,P001,126,0,0,S001,14
15/12/2024,P001,82,0,0,S001,14
16/12/2024,P001,54,0,0,S001,14
17/12/2024,P001,21,0,0,S001,14
18/12/2024,P001,0,1,0,S001,14
19/12/2024,P001,0,1,0,S001,14
20/12/2024,P001,0,1,0,S001,14
21/12/2024,P001,0,1,0,S001,14
22/12/2024,P001,0,1,0,S001,14
23/12/2024,P001,0,1,0,S001,14
24/12/2024,P001,0,1,0,S001,14
25/12/2024,P001,0,1,0,S001,14
26/12/2024,P001,0,1,0,S001,14
27/12/2024,P001,0,1,0,S001,14
28/12/2024,P001,344,0,0,S001,14
29/12/2024,P001,291,0,0,S001,14
30/12/2024,P001,247,0,0,S001,14
01/01/2024,P002,584,0,0,S002,7
02/01/2024,P002,571,0,0,S002,7
03/01/2024,P002,555,0,0,S002,7
04/01/2024,P002,544,0,0,S002,7
05/01/2024,P002,537,0,0,S002,7
06/01/2024,P002,519,0,0,S002,7
07/01/2024,P002,509,0,0,S002,7
08/01/2024,P002,499,0,0,S002,7
09/01/2024,P002,494,0,0,S002,7
10/01/2024,P002,484,0,0,S002,7
11/01/2024,P002,467,0,0,S002,7
12/01/2024,P002,452,0,0,S002,7
13/01/2024,P002,436,0,0,S002,7
14/01/2024,P002,421,0,0,S002,7
15/01/2024,P002,404,0,0,S002,7
16/01/2024,P002,390,0,0,S002,7
17/01/2024,P002,376,0,0,S002,7
18/01/2024,P002,360,0,0,S002,7
19/01/2024,P002,342,0,0,S002,7
20/01/2024,P002,324,0,0,S002,7
21/01/2024,P002,304,0,0,S002,7
22/01/2024,P002,292,0,0,S002,7
23/01/2024,P002,279,0,0,S002,7
24/01/2024,P002,267,0,0,S002,7
25/01/2024,P002,259,0,0,S002,7
26/01/2024,P002,245,0,0,S002,7
27/01/2024,P002,226,0,0,S002,7
28/01/2024,P002,207,0,0,S002,7
29/01/2024,P002,195,0,0,S002,7
30/01/2024,P002,179,0,0,S002,7
31/01/2024,P002,168,0,0,S002,7
01/02/2024,P002,157,0,0,S002,7
02/02/2024,P002,148,0,0,S002,7
03/02/2024,P002,122,0,0,S002,7
04/02/2024,P002,105,0,0,S002,7
05/02/2024,P002,87,0,0,S002,7
06/02/2024,P002,74,0,0,S002,7
07/02/2024,P002,61,0,0,S002,7
08/02/2024,P002,42,0,0,S002,7
09/02/2024,P002,422,0,0,S002,7
10/02/2024,P002,402,0,0,S002,7
11/02/2024,P002,382,0,0,S002,7
12/02/2024,P002,361,0,0,S002,7
13/02/2024,P002,350,0,0,S002,7
14/02/2024,P002,336,0,0,S002,7
15/02/2024,P002,314,0,0,S002,7
16/02/2024,P002,299,0,0,S002,7
17/02/2024,P002,284,0,0,S002,7
18/02/2024,P002,269,0,0,S002,7
19/02/2024,P002,248,0,0,S002,7
20/02/2024,P002,233,0,0,S002,7
21/02/2024,P002,217,0,0,S002,7
22/02/2024,P002,203,0,0,S002,7
23/02/2024,P002,191,0,0,S002,7
24/02/2024,P002,164,0,0,S002,7
25/02/2024,P002,142,0,0,S002,7
26/02/2024,P002,124,0,0,S002,7
27/02/2024,P002,106,0,0,S002,7
28/02/2024,P002,83,0,0,S002,7
29/02/2024,P002,69,0,0,S002,7
01/03/2024,P002,48,0,0,S002,7
02/03/2024,P002,34,0,0,S002,7
03/03/2024,P002,406,0,0,S002,7
04/03/2024,P002,386,0,0,S002,7
05/03/2024,P002,372,0,0,S002,7
06/03/2024,P002,363,0,0,S002,7
07/03/2024,P002,347,0,0,S002,7
08/03/2024,P002,331,0,0,S002,7
09/03/2024,P002,309,0,0,S002,7
10/03/2024,P002,282,0,0,S002,7
11/03/2024,P002,260,0,0,S002,7
12/03/2024,P002,250,0,0,S002,7
13/03/2024,P002,232,0,0,S002,7
14/03/2024,P002,217,0,0,S002,7
15/03/2024,P002,195,0,0,S002,7
16/03/2024,P002,169,0,0,S002,7
17/03/2024,P002,148,0,0,S002,7
18/03/2024,P002,127,0,0,S002,7
19/03/2024,P002,110,0,0,S002,7
20/03/2024,P002,85,0,0,S002,7
21/03/2024,P002,69,0,0,S002,7
22/03/2024,P002,48,0,0,S002,7
23/03/2024,P002,23,0,0,S002,7
24/03/2024,P002,401,0,0,S002,7
25/03/2024,P002,384,0,0,S002,7
26/03/2024,P002,370,0,0,S002,7
27/03/2024,P002,347,0,0,S002,7
28/03/2024,P002,325,0,0,S002,7
29/03/2024,P002,307,0,0,S002,7
30/03/2024,P002,284,0,0,S002,7
31/03/2024,P002,271,0,0,S002,7
01/04/2024,P002,255,0,0,S002,7
02/04/2024,P002,234,0,0,S002,7
03/04/2024,P002,219,0,0,S002,7
04/04/2024,P002,197,0,0,S002,7
05/04/2024,P002,174,0,0,S002,7
06/04/2024,P002,160,0,0,S002,7
07/04/2024,P002,134,0,0,S002,7
08/04/2024,P002,124,0,0,S002,7
09/04/2024,P002,110,0,0,S002,7
10/04/2024,P002,96,0,0,S002,7
11/04/2024,P002,80,0,0,S002,7
12/04/2024,P002,63,0,0,S002,7
13/04/2024,P002,38,0,0,S002,7
14/04/2024,P002,423,0,0,S002,7
15/04/2024,P002,412,0,0,S002,7
16/04/2024,P002,400,0,0,S002,7
17/04/2024,P002,384,0,0,S002,7
18/04/2024,P002,369,0,0,S002,7
19/04/2024,P002,355,0,0,S002,7
20/04/2024,P002,325,0,0,S002,7
21/04/2024,P002,306,0,0,S002,7
22/04/2024,P002,293,0,0,S002,7
23/04/2024,P002,282,0,0,S002,7
24/04/2024,P002,259,0,0,S002,7
25/04/2024,P002,242,0,0,S002,7
26/04/2024,P002,225,0,0,S002,7
27/04/2024,P002,196,0,0,S002,7
28/04/2024,P002,168,0,0,S002,7
29/04/2024,P002,155,0,0,S002,7
30/04/2024,P002,134,0,0,S002,7
01/05/2024,P002,109,0,0,S002,7
02/05/2024,P002,89,0,0,S002,7
03/05/2024,P002,76,0,0,S002,7
04/05/2024,P002,49,0,0,S002,7
05/05/2024,P002,20,0,0,S002,7
06/05/2024,P002,0,1,0,S002,7
07/05/2024,P002,383,0,0,S002,7
08/05/2024,P002,366,0,0,S002,7
09/05/2024,P002,351,0,0,S002,7
10/05/2024,P002,333,0,0,S002,7
11/05/2024,P002,311,0,0,S002,7
12/05/2024,P002,281,0,0,S002,7
13/05/2024,P002,257,0,0,S002,7
14/05/2024,P002,233,0,0,S002,7
15/05/2024,P002,206,0,0,S002,7
16/05/2024,P002,182,0,0,S002,7
17/05/2024,P002,159,0,0,S002,7
18/05/2024,P002,139,0,0,S002,7
19/05/2024,P002,113,0,0,S002,7
20/05/2024,P002,100,0,0,S002,7
21/05/2024,P002,80,0,0,S002,7
22/05/2024,P002,63,0,0,S002,7
23/05/2024,P002,54,0,0,S002,7
24/05/2024,P002,47,0,0,S002,7
25/05/2024,P002,425,0,0,S002,7
26/05/2024,P002,397,0,0,S002,7
27/05/2024,P002,380,0,0,S002,7
28/05/2024,P002,354,0,0,S002,7
29/05/2024,P002,335,0,0,S002,7
30/05/2024,P002,317,0,0,S002,7
31/05/2024,P002,297,0,0,S002,7
01/06/2024,P002,280,0,0,S002,7
02/06/2024,P002,239,0,0,S002,7
03/06/2024,P002,208,0,0,S002,7
04/06/2024,P002,187,0,0,S002,7
05/06/2024,P002,154,0,0,S002,7
06/06/2024,P002,132,0,0,S002,7
07/06/2024,P002,107,0,0,S002,7
08/06/2024,P002,85,0,0,S002,7
09/06/2024,P002,46,0,0,S002,7
10/06/2024,P002,25,0,0,S002,7
11/06/2024,P002,6,0,0,S002,7
12/06/2024,P002,0,1,0,S002,7
13/06/2024,P002,388,0,0,S002,7
14/06/2024,P002,367,0,0,S002,7
15/06/2024,P002,331,0,0,S002,7
16/06/2024,P002,297,0,0,S002,7
17/06/2024,P002,276,0,0,S002,7
18/06/2024,P002,258,0,0,S002,7
19/06/2024,P002,241,0,0,S002,7
20/06/2024,P002,218,0,0,S002,7
21/06/2024,P002,204,0,0,S002,7
22/06/2024,P002,178,0,0,S002,7
23/06/2024,P002,154,0,0,S002,7
24/06/2024,P002,143,0,0,S002,7
25/06/2024,P002,124,0,0,S002,7
26/06/2024,P002,88,0,0,S002,7
27/06/2024,P002,69,0,0,S002,7
28/06/2024,P002,49,0,0,S002,7
29/06/2024,P002,17,0,0,S002,7
30/06/2024,P002,0,1,0,S002,7
01/07/2024,P002,382,0,0,S002,7
02/07/2024,P002,366,0,0,S002,7
03/07/2024,P002,333,0,0,S002,7
04/07/2024,P002,307,0,0,S002,7
05/07/2024,P002,293,0,0,S002,7
06/07/2024,P002,267,0,0,S002,7
07/07/2024,P002,239,0,0,S002,7
08/07/2024,P002,220,0,0,S002,7
09/07/2024,P002,193,0,0,S002,7
10/07/2024,P002,169,0,0,S002,7
11/07/2024,P002,144,0,0,S002,7
12/07/2024,P002,120,0,0,S002,7
13/07/2024,P002,84,0,0,S002,7
14/07/2024,P002,69,0,0,S002,7
15/07/2024,P002,39,0,0,S002,7
16/07/2024,P002,13,0,0,S002,7
17/07/2024,P002,0,1,0,S002,7
18/07/2024,P002,374,0,0,S002,7
19/07/2024,P002,348,0,0,S002,7
20/07/2024,P002,323,0,0,S002,7
21/07/2024,P002,297,0,0,S002,7
22/07/2024,P002,279,0,0,S002,7
23/07/2024,P002,260,0,0,S002,7
24/07/2024,P002,228,0,0,S002,7
25/07/2024,P002,204,0,0,S002,7
26/07/2024,P002,176,0,0,S002,7
27/07/2024,P002,142,0,0,S002,7
28/07/2024,P002,112,0,0,S002,7
29/07/2024,P002,91,0,0,S002,7
30/07/2024,P002,78,0,0,S002,7
31/07/2024,P002,57,0,0,S002,7
01/08/2024,P002,36,0,0,S002,7
02/08/2024,P002,20,0,0,S002,7
03/08/2024,P002,395,0,0,S002,7
04/08/2024,P002,368,0,0,S002,7
05/08/2024,P002,345,0,0,S002,7
06/08/2024,P002,326,0,0,S002,7
07/08/2024,P002,294,0,0,S002,7
08/08/2024,P002,275,0,0,S002,7
09/08/2024,P002,259,0,0,S002,7
10/08/2024,P002,229,0,0,S002,7
11/08/2024,P002,195,0,0,S002,7
12/08/2024,P002,183,0,0,S002,7
13/08/2024,P002,163,0,0,S002,7
14/08/2024,P002,141,0,0,S002,7
15/08/2024,P002,117,0,0,S002,7
16/08/2024,P002,101,0,0,S002,7
17/08/2024,P002,76,0,0,S002,7
18/08/2024,P002,46,0,0,S002,7
19/08/2024,P002,23,0,0,S002,7
20/08/2024,P002,0,1,0,S002,7
21/08/2024,P002,382,0,0,S002,7
22/08/2024,P002,359,0,0,S002,7
23/08/2024,P002,340,0,0,S002,7
24/08/2024,P002,310,0,0,S002,7
25/08/2024,P002,281,0,0,S002,7
26/08/2024,P002,265,0,0,S002,7
27/08/2024,P002,236,0,0,S002,7
28/08/2024,P002,209,0,0,S002,7
29/08/2024,P002,197,0,0,S002,7
30/08/2024,P002,183,0,0,S002,7
31/08/2024,P002,158,0,0,S002,7
01/09/2024,P002,135,0,0,S002,7
02/09/2024,P002,117,0,0,S002,7
03/09/2024,P002,97,0,0,S002,7
04/09/2024,P002,79,0,0,S002,7
05/09/2024,P002,66,0,0,S002,7
06/09/2024,P002,47,0,0,S002,7
07/09/2024,P002,32,0,0,S002,7
08/09/2024,P002,412,0,0,S002,7
09/09/2024,P002,394,0,0,S002,7
10/09/2024,P002,381,0,0,S002,7
11/09/2024,P002,363,0,0,S002,7
12/09/2024,P002,346,0,0,S002,7
13/09/2024,P002,332,0,0,S002,7
14/09/2024,P002,312,0,0,S002,7
15/09/2024,P002,291,0,0,S002,7
16/09/2024,P002,280,0,0,S002,7
17/09/2024,P002,259,0,0,S002,7
18/09/2024,P002,234,0,0,S002,7
19/09/2024,P002,213,0,0,S002,7
20/09/2024,P002,188,0,0,S002,7
21/09/2024,P002,167,0,0,S002,7
22/09/2024,P002,141,0,0,S002,7
23/09/2024,P002,124,0,0,S002,7
24/09/2024,P002,108,0,0,S002,7
25/09/2024,P002,88,0,0,S002,7
26/09/2024,P002,62,0,0,S002,7
27/09/2024,P002,46,0,0,S002,7
28/09/2024,P002,24,0,0,S002,7
29/09/2024,P002,402,0,0,S002,7
30/09/2024,P002,379,0,0,S002,7
01/10/2024,P002,363,0,0,S002,7
02/10/2024,P002,342,0,0,S002,7
03/10/2024,P002,324,0,0,S002,7
04/10/2024,P002,311,0,0,S002,7
05/10/2024,P002,286,0,0,S002,7
06/10/2024,P002,257,0,0,S002,7
07/10/2024,P002,242,0,0,S002,7
08/10/2024,P002,219,0,0,S002,7
09/10/2024,P002,202,0,0,S002,7
10/10/2024,P002,187,0,0,S002,7
11/10/2024,P002,171,0,0,S002,7
12/10/2024,P002,148,0,0,S002,7
13/10/2024,P002,127,0,0,S002,7
14/10/2024,P002,107,0,0,S002,7
15/10/2024,P002,97,0,0,S002,7
16/10/2024,P002,86,0,0,S002,7
17/10/2024,P002,74,0,0,S002,7
18/10/2024,P002,53,0,0,S002,7
19/10/2024,P002,428,0,0,S002,7
20/10/2024,P002,406,0,0,S002,7
21/10/2024,P002,394,0,0,S002,7
22/10/2024,P002,373,0,0,S002,7
23/10/2024,P002,348,0,0,S002,7
